Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20230831,0.5192,1926.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20201224,0.2743,1078.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20210423,1.12513,177.757359,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220823,0.35,2846.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20201228,0.2253,1312.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20250522,2.43,333.0,0.0,,,Uphold,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20201219,0.5758,168.49,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220503,0.62,770.5,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20240812,0.787,1270.55,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20210415,1.78273,112.187756,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20210421,1.31,152.596,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20210624,0.6711,744.24,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20221109,0.34668,2774.715549,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20210624,0.67689,729.71,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220121,0.629,1589.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20191129,0.2326,417.145044,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20190517,0.3915,247.79,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220523,0.41,2395.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20211031,1.14,2169.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20190627,0.4097,236.76,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20240119,0.55,1060.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20211228,0.869,1150.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220826,0.3532,7077.57,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220824,0.3542,5645.87,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220218,0.7977,2507.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220510,0.53,1884.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20210622,0.574,344.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20211030,1.12,2194.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20241015,0.54,447.35,1.0,,,Uphold ,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20211029,1.09,2286.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220222,0.7069,2829.05,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20240812,0.58,584.0,0.0,,,Uphold,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20190515,0.4646,208.8,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20200324,0.1638,592.192412,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20190516,0.404,363.88,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20200313,0.1493,649.57,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20210520,1.24,402.75,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20251104,0.0,128.0,0.0,,,Uphold,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220613,0.31,1526.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220620,0.34,1541.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20251202,0.0,172.0,0.0,,,Uphold,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20210811,0.93,2086.945,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20211101,1.11,2230.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220511,0.39,2561.0,0.0,,,,
XRP-USD,1.4158853,2026/03/05,20:27 UTC,-0.043073893,1.4305917,1.4501917,1.4002895,2941270784,20220512,0.37,2643.0,0.0,,,,
XTIA,2.5209,2026/03/05,15:29 EST,-0.03909993,2.59,2.6863,2.4,2868126,20240313,0.64,500.0,,,,,
XTZ-USD,0.38415322,2026/03/05,20:28 UTC,-0.0072641075,0.39015308,0.39015308,0.37683508,14246084,20240922,0.7,702.156,9.25,,,Coinbase ,
XVG-USD,0.005472697,2026/03/05,20:27 UTC,-2.4007494E-4,0.005643857,0.005643857,0.005358506,4063118,20230627,0.00174,43884.0,,,,,
XVG-USD,0.005472697,2026/03/05,20:27 UTC,-2.4007494E-4,0.005643857,0.005643857,0.005358506,4063118,20230626,0.00184,42921.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20211221,0.03933,3000.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20211227,0.0406,10000.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20211231,0.0348,5000.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20220107,0.0308,5000.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20220508,0.013754,5000.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20220509,0.01,5000.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20220510,0.01186,5000.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20220512,0.008,60000.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20220517,0.0111,15000.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20230324,0.005,35663.9,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20231107,0.0036,54940.816,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20231107,0.0036,54786.0,,,,,
XYO-USD,0.0042099967,2026/03/05,20:27 UTC,-7.752981E-5,0.0041948278,0.004584462,0.0041611134,4414998,20231119,0.0037,26097.8,,,,,
ZBCN-USD,0.0021391232,2026/03/05,20:28 UTC,-4.195771E-5,0.0021796569,0.0022620156,0.0021145751,6998821,20231101,0.001,300000.0,0.0,,,,
ZBCN-USD,0.0021391232,2026/03/05,20:28 UTC,-4.195771E-5,0.0021796569,0.0022620156,0.0021145751,6998821,20251104,0.0,9195.0,0.0,,,Uphold,
ZBCN-USD,0.0021391232,2026/03/05,20:28 UTC,-4.195771E-5,0.0021796569,0.0022620156,0.0021145751,6998821,20230327,0.002,125730.0,0.0,,,,
ZBCN-USD,0.0021391232,2026/03/05,20:28 UTC,-4.195771E-5,0.0021796569,0.0022620156,0.0021145751,6998821,20251202,0.0,8227.0,0.0,,,Uphold,
ZBCN-USD,0.0021391232,2026/03/05,20:28 UTC,-4.195771E-5,0.0021796569,0.0022620156,0.0021145751,6998821,20260112,0.0,8932.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210714,0.0708,1411.51,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20231207,0.02349,20831.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20240127,0.0,639.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210318,0.1833,2057.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20220310,0.04141,11500.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20231208,0.0,956.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210521,0.11647,1717.1787999,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20220509,0.07,11500.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20250308,0.01,19239.0,0.0,,,Uphold,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210622,0.07,1423.2,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210624,0.08,2476.15,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20220125,0.04457,11500.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20211116,0.0968,10326.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210702,0.07953,2514.87,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20211014,0.095802,10000.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210511,0.22269,2245.3,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20231123,0.02129,9346.3,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210524,0.1005,2985.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210520,0.13738623,1455.75,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20231001,0.0,2472.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210519,0.1378,728.96,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210629,0.08764,2243.32,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20211007,0.105,3015.19,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20230922,0.0173,11359.0,0.0,,,,
ZIL-USD,0.0042713652,2026/03/05,20:27 UTC,-1.13344286E-4,0.004325969,0.004377667,0.004208742,9514847,20210422,0.18,1100.0,0.0,,,,
